"lang","country_alpha2_code","continent"
"KM","GP","អាមេរិក​ខាង​ជើង"
"KM","GQ","អាហ្វ្រិក"
"KM","GR","អឺរ៉ុប"
"KM","GS","អង់តាក់ទិក"
"KM","GT","អាមេរិក​ខាង​ជើង"
"KM","GU","អូសេអានី"
"KM","GW","អាហ្វ្រិក"
"KM","GY","អាមេរិក​ខាង​ត្បូង"
"KM","HK","អាស៊ី"
"KM","HM","អង់តាក់ទិក"
"KM","HN","អាមេរិក​ខាង​ជើង"
"KM","HR","អឺរ៉ុប"
"KM","HT","អាមេរិក​ខាង​ជើង"
"KM","HU","អឺរ៉ុប"
"KM","ID","អាស៊ី"
"KM","IE","អឺរ៉ុប"
"KM","IL","អាស៊ី"
"KM","IM","អឺរ៉ុប"
"KM","IN","អាស៊ី"
"KM","IO","អាស៊ី"
"KM","IQ","អាស៊ី"
"KM","IR","អាស៊ី"
"KM","IS","អឺរ៉ុប"
"KM","IT","អឺរ៉ុប"
"KM","JE","អឺរ៉ុប"
"KM","JM","អាមេរិក​ខាង​ជើង"
"KM","JO","អាស៊ី"
"KM","JP","អាស៊ី"
"KM","KE","អាហ្វ្រិក"
"KM","KG","អាស៊ី"
"KM","KH","អាស៊ី"
"KM","KI","អូសេអានី"
"KM","KM","អាហ្វ្រិក"
"KM","KN","អាមេរិក​ខាង​ជើង"
"KM","KP","អាស៊ី"
"KM","KR","អាស៊ី"
"KM","KW","អាស៊ី"
"KM","KY","អាមេរិក​ខាង​ជើង"
"KM","KZ","អាស៊ី"
"KM","KZ","អឺរ៉ុប"
"KM","LA","អាស៊ី"
"KM","LB","អាស៊ី"
"KM","LC","អាមេរិក​ខាង​ជើង"
"KM","LI","អឺរ៉ុប"
"KM","LK","អាស៊ី"
"KM","LR","អាហ្វ្រិក"
"KM","LS","អាហ្វ្រិក"
"KM","LT","អឺរ៉ុប"
"KM","LU","អឺរ៉ុប"
"KM","LV","អឺរ៉ុប"
"KM","LY","អាហ្វ្រិក"
"KM","MA","អាហ្វ្រិក"
"KM","MC","អឺរ៉ុប"
"KM","MD","អឺរ៉ុប"
"KM","ME","អឺរ៉ុប"
"KM","MF","អាមេរិក​ខាង​ជើង"
"KM","MG","អាហ្វ្រិក"
"KM","MH","អូសេអានី"
"KM","MK","អឺរ៉ុប"
"KM","ML","អាហ្វ្រិក"
"KM","MM","អាស៊ី"
"KM","MN","អាស៊ី"
"KM","MO","អាស៊ី"
"KM","MP","អូសេអានី"
"KM","MQ","អាមេរិក​ខាង​ជើង"
"KM","MR","អាហ្វ្រិក"
"KM","MS","អាមេរិក​ខាង​ជើង"
"KM","MT","អឺរ៉ុប"
"KM","MU","អាហ្វ្រិក"
"KM","MV","អាស៊ី"
"KM","MW","អាហ្វ្រិក"
"KM","MX","អាមេរិក​ខាង​ជើង"
"KM","MY","អាស៊ី"
"KM","MZ","អាហ្វ្រិក"
"KM","NA","អាហ្វ្រិក"
"KM","NC","អូសេអានី"
"KM","NE","អាហ្វ្រិក"
"KM","NF","អូសេអានី"
"KM","NG","អាហ្វ្រិក"
"KM","NI","អាមេរិក​ខាង​ជើង"
"KM","NL","អឺរ៉ុប"
"KM","NO","អឺរ៉ុប"
"KM","NP","អាស៊ី"
"KM","NR","អូសេអានី"
"KM","NU","អូសេអានី"
"KM","NZ","អូសេអានី"
"KM","OM","អាស៊ី"
"KM","PA","អាមេរិក​ខាង​ជើង"
"KM","PE","អាមេរិក​ខាង​ត្បូង"
"KM","PF","អូសេអានី"
"KM","PG","អូសេអានី"
"KM","PH","អាស៊ី"
"KM","PK","អាស៊ី"
"KM","PL","អឺរ៉ុប"
"KM","PM","អាមេរិក​ខាង​ជើង"
"KM","PN","អូសេអានី"
"KM","PR","អាមេរិក​ខាង​ជើង"
"KM","PS","អាស៊ី"
"KM","PT","អឺរ៉ុប"
"KM","PW","អូសេអានី"
"KM","PY","អាមេរិក​ខាង​ត្បូង"
"KM","QA","អាស៊ី"
"KM","RE","អាហ្វ្រិក"
"KM","RO","អឺរ៉ុប"
"KM","RS","អឺរ៉ុប"
"KM","RU","អាស៊ី"
"KM","RU","អឺរ៉ុប"
"KM","RW","អាហ្វ្រិក"
"KM","SA","អាស៊ី"
"KM","SB","អូសេអានី"
"KM","SC","អាហ្វ្រិក"
"KM","SD","អាហ្វ្រិក"
"KM","SE","អឺរ៉ុប"
"KM","SG","អាស៊ី"
"KM","SH","អាហ្វ្រិក"
"KM","SI","អឺរ៉ុប"
"KM","SJ","អឺរ៉ុប"
"KM","SK","អឺរ៉ុប"
"KM","SL","អាហ្វ្រិក"
"KM","SM","អឺរ៉ុប"
"KM","SN","អាហ្វ្រិក"
"KM","SO","អាហ្វ្រិក"
"KM","SR","អាមេរិក​ខាង​ត្បូង"
"KM","SS","អាហ្វ្រិក"
"KM","ST","អាហ្វ្រិក"
"KM","SV","អាមេរិក​ខាង​ជើង"
"KM","SX","អាមេរិក​ខាង​ជើង"
"KM","SY","អាស៊ី"
"KM","SZ","អាហ្វ្រិក"
"KM","TC","អាមេរិក​ខាង​ជើង"
"KM","TD","អាហ្វ្រិក"
"KM","TF","អង់តាក់ទិក"
"KM","TG","អាហ្វ្រិក"
"KM","TH","អាស៊ី"
"KM","TJ","អាស៊ី"
"KM","TK","អូសេអានី"
"KM","TL","អាស៊ី"
"KM","TM","អាស៊ី"
"KM","TN","អាហ្វ្រិក"
"KM","TO","អូសេអានី"
"KM","TR","អាស៊ី"
"KM","TR","អឺរ៉ុប"
"KM","TT","អាមេរិក​ខាង​ជើង"
"KM","TV","អូសេអានី"
"KM","TW","អាស៊ី"
"KM","TZ","អាហ្វ្រិក"
"KM","UA","អឺរ៉ុប"
"KM","UG","អាហ្វ្រិក"
"KM","UM","អាមេរិក​ខាង​ជើង"
"KM","UM","អូសេអានី"
"KM","US","អាមេរិក​ខាង​ជើង"
"KM","UY","អាមេរិក​ខាង​ត្បូង"
"KM","UZ","អាស៊ី"
"KM","VA","អឺរ៉ុប"
"KM","VC","អាមេរិក​ខាង​ជើង"
"KM","VE","អាមេរិក​ខាង​ត្បូង"
"KM","VG","អាមេរិក​ខាង​ជើង"
"KM","VI","អាមេរិក​ខាង​ជើង"
"KM","VN","អាស៊ី"
"KM","VU","អូសេអានី"
"KM","WF","អូសេអានី"
"KM","WS","អូសេអានី"
"KM","YE","អាស៊ី"
"KM","YT","អាហ្វ្រិក"
"KM","ZA","អាហ្វ្រិក"
"KM","ZM","អាហ្វ្រិក"
"KM","ZW","អាហ្វ្រិក"
"KN","AD","ಯುರೋಪ್"
"KN","AE","ಏಷ್ಯಾ"
"KN","AF","ಏಷ್ಯಾ"
"KN","AG","ಉತ್ತರ ಅಮೇರಿಕ"
"KN","AI","ಉತ್ತರ ಅಮೇರಿಕ"
"KN","AL","ಯುರೋಪ್"
"KN","AM","ಏಷ್ಯಾ"
"KN","AM","ಯುರೋಪ್"
"KN","AO","ಆಫ್ರಿಕಾ"
"KN","AQ","ಅಂಟಾರ್ಕ್ಟಿಕ"
"KN","AR","ದಕ್ಷಿಣ ಅಮೇರಿಕ"
"KN","AS","ಒಷ್ಯಾನಿಯ"
"KN","AT","ಯುರೋಪ್"
"KN","AU","ಒಷ್ಯಾನಿಯ"
"KN","AW","ಉತ್ತರ ಅಮೇರಿಕ"
"KN","AX","ಯುರೋಪ್"
"KN","AZ","ಏಷ್ಯಾ"
"KN","AZ","ಯುರೋಪ್"
"KN","BA","ಯುರೋಪ್"
"KN","BB","ಉತ್ತರ ಅಮೇರಿಕ"
"KN","BD","ಏಷ್ಯಾ"
"KN","BE","ಯುರೋಪ್"
"KN","BF","ಆಫ್ರಿಕಾ"
"KN","BG","ಯುರೋಪ್"
"KN","BH","ಏಷ್ಯಾ"
"KN","BI","ಆಫ್ರಿಕಾ"
"KN","BJ","ಆಫ್ರಿಕಾ"
"KN","BL","ಉತ್ತರ ಅಮೇರಿಕ"
"KN","BM","ಉತ್ತರ ಅಮೇರಿಕ"
"KN","BN","ಏಷ್ಯಾ"
"KN","BO","ದಕ್ಷಿಣ ಅಮೇರಿಕ"
"KN","BQ","ಉತ್ತರ ಅಮೇರಿಕ"
"KN","BR","ದಕ್ಷಿಣ ಅಮೇರಿಕ"
"KN","BS","ಉತ್ತರ ಅಮೇರಿಕ"
"KN","BT","ಏಷ್ಯಾ"
"KN","BV","ಅಂಟಾರ್ಕ್ಟಿಕ"
"KN","BW","ಆಫ್ರಿಕಾ"
"KN","BY","ಯುರೋಪ್"
"KN","BZ","ಉತ್ತರ ಅಮೇರಿಕ"
"KN","CA","ಉತ್ತರ ಅಮೇರಿಕ"
"KN","CC","ಏಷ್ಯಾ"
"KN","CD","ಆಫ್ರಿಕಾ"
"KN","CF","ಆಫ್ರಿಕಾ"
"KN","CG","ಆಫ್ರಿಕಾ"
"KN","CH","ಯುರೋಪ್"
"KN","CI","ಆಫ್ರಿಕಾ"
"KN","CK","ಒಷ್ಯಾನಿಯ"
"KN","CL","ದಕ್ಷಿಣ ಅಮೇರಿಕ"
"KN","CM","ಆಫ್ರಿಕಾ"
"KN","CN","ಏಷ್ಯಾ"
"KN","CO","ದಕ್ಷಿಣ ಅಮೇರಿಕ"
"KN","CR","ಉತ್ತರ ಅಮೇರಿಕ"
"KN","CU","ಉತ್ತರ ಅಮೇರಿಕ"
"KN","CV","ಆಫ್ರಿಕಾ"
"KN","CW","ಉತ್ತರ ಅಮೇರಿಕ"
"KN","CX","ಏಷ್ಯಾ"
"KN","CY","ಏಷ್ಯಾ"
"KN","CY","ಯುರೋಪ್"
"KN","CZ","ಯುರೋಪ್"
"KN","DE","ಯುರೋಪ್"
"KN","DJ","ಆಫ್ರಿಕಾ"
"KN","DK","ಯುರೋಪ್"
"KN","DM","ಉತ್ತರ ಅಮೇರಿಕ"
"KN","DO","ಉತ್ತರ ಅಮೇರಿಕ"
"KN","DZ","ಆಫ್ರಿಕಾ"
"KN","EC","ದಕ್ಷಿಣ ಅಮೇರಿಕ"
"KN","EE","ಯುರೋಪ್"
"KN","EG","ಆಫ್ರಿಕಾ"
"KN","EH","ಆಫ್ರಿಕಾ"
"KN","ER","ಆಫ್ರಿಕಾ"
"KN","ES","ಯುರೋಪ್"
"KN","ET","ಆಫ್ರಿಕಾ"
"KN","FI","ಯುರೋಪ್"
"KN","FJ","ಒಷ್ಯಾನಿಯ"
"KN","FK","ದಕ್ಷಿಣ ಅಮೇರಿಕ"
"KN","FM","ಒಷ್ಯಾನಿಯ"
"KN","FO","ಯುರೋಪ್"
"KN","FR","ಯುರೋಪ್"
"KN","GA","ಆಫ್ರಿಕಾ"
"KN","GB","ಯುರೋಪ್"
"KN","GD","ಉತ್ತರ ಅಮೇರಿಕ"
"KN","GE","ಏಷ್ಯಾ"
"KN","GE","ಯುರೋಪ್"
"KN","GF","ದಕ್ಷಿಣ ಅಮೇರಿಕ"
"KN","GG","ಯುರೋಪ್"
"KN","GH","ಆಫ್ರಿಕಾ"
"KN","GI","ಯುರೋಪ್"
"KN","GL","ಉತ್ತರ ಅಮೇರಿಕ"
"KN","GM","ಆಫ್ರಿಕಾ"
"KN","GN","ಆಫ್ರಿಕಾ"
"KN","GP","ಉತ್ತರ ಅಮೇರಿಕ"
"KN","GQ","ಆಫ್ರಿಕಾ"
"KN","GR","ಯುರೋಪ್"
"KN","GS","ಅಂಟಾರ್ಕ್ಟಿಕ"
"KN","GT","ಉತ್ತರ ಅಮೇರಿಕ"
"KN","GU","ಒಷ್ಯಾನಿಯ"
"KN","GW","ಆಫ್ರಿಕಾ"
"KN","GY","ದಕ್ಷಿಣ ಅಮೇರಿಕ"
"KN","HK","ಏಷ್ಯಾ"
"KN","HM","ಅಂಟಾರ್ಕ್ಟಿಕ"
"KN","HN","ಉತ್ತರ ಅಮೇರಿಕ"
"KN","HR","ಯುರೋಪ್"
"KN","HT","ಉತ್ತರ ಅಮೇರಿಕ"
"KN","HU","ಯುರೋಪ್"
"KN","ID","ಏಷ್ಯಾ"
"KN","IE","ಯುರೋಪ್"
"KN","IL","ಏಷ್ಯಾ"
"KN","IM","ಯುರೋಪ್"
"KN","IN","ಏಷ್ಯಾ"
"KN","IO","ಏಷ್ಯಾ"
"KN","IQ","ಏಷ್ಯಾ"
"KN","IR","ಏಷ್ಯಾ"
"KN","IS","ಯುರೋಪ್"
"KN","IT","ಯುರೋಪ್"
"KN","JE","ಯುರೋಪ್"
"KN","JM","ಉತ್ತರ ಅಮೇರಿಕ"
"KN","JO","ಏಷ್ಯಾ"
"KN","JP","ಏಷ್ಯಾ"
"KN","KE","ಆಫ್ರಿಕಾ"
"KN","KG","ಏಷ್ಯಾ"
"KN","KH","ಏಷ್ಯಾ"
"KN","KI","ಒಷ್ಯಾನಿಯ"
"KN","KM","ಆಫ್ರಿಕಾ"
"KN","KN","ಉತ್ತರ ಅಮೇರಿಕ"
"KN","KP","ಏಷ್ಯಾ"
"KN","KR","ಏಷ್ಯಾ"
"KN","KW","ಏಷ್ಯಾ"
"KN","KY","ಉತ್ತರ ಅಮೇರಿಕ"
"KN","KZ","ಏಷ್ಯಾ"
"KN","KZ","ಯುರೋಪ್"
"KN","LA","ಏಷ್ಯಾ"
"KN","LB","ಏಷ್ಯಾ"
"KN","LC","ಉತ್ತರ ಅಮೇರಿಕ"
"KN","LI","ಯುರೋಪ್"
"KN","LK","ಏಷ್ಯಾ"
"KN","LR","ಆಫ್ರಿಕಾ"
"KN","LS","ಆಫ್ರಿಕಾ"
"KN","LT","ಯುರೋಪ್"
"KN","LU","ಯುರೋಪ್"
"KN","LV","ಯುರೋಪ್"
"KN","LY","ಆಫ್ರಿಕಾ"
"KN","MA","ಆಫ್ರಿಕಾ"
"KN","MC","ಯುರೋಪ್"
"KN","MD","ಯುರೋಪ್"
"KN","ME","ಯುರೋಪ್"
"KN","MF","ಉತ್ತರ ಅಮೇರಿಕ"
"KN","MG","ಆಫ್ರಿಕಾ"
"KN","MH","ಒಷ್ಯಾನಿಯ"
"KN","MK","ಯುರೋಪ್"
"KN","ML","ಆಫ್ರಿಕಾ"
"KN","MM","ಏಷ್ಯಾ"
"KN","MN","ಏಷ್ಯಾ"
"KN","MO","ಏಷ್ಯಾ"
"KN","MP","ಒಷ್ಯಾನಿಯ"
"KN","MQ","ಉತ್ತರ ಅಮೇರಿಕ"
"KN","MR","ಆಫ್ರಿಕಾ"
"KN","MS","ಉತ್ತರ ಅಮೇರಿಕ"
"KN","MT","ಯುರೋಪ್"
"KN","MU","ಆಫ್ರಿಕಾ"
"KN","MV","ಏಷ್ಯಾ"
"KN","MW","ಆಫ್ರಿಕಾ"
"KN","MX","ಉತ್ತರ ಅಮೇರಿಕ"
"KN","MY","ಏಷ್ಯಾ"
"KN","MZ","ಆಫ್ರಿಕಾ"
"KN","NA","ಆಫ್ರಿಕಾ"
"KN","NC","ಒಷ್ಯಾನಿಯ"
"KN","NE","ಆಫ್ರಿಕಾ"
"KN","NF","ಒಷ್ಯಾನಿಯ"
"KN","NG","ಆಫ್ರಿಕಾ"
"KN","NI","ಉತ್ತರ ಅಮೇರಿಕ"
"KN","NL","ಯುರೋಪ್"
"KN","NO","ಯುರೋಪ್"
"KN","NP","ಏಷ್ಯಾ"
"KN","NR","ಒಷ್ಯಾನಿಯ"
"KN","NU","ಒಷ್ಯಾನಿಯ"
"KN","NZ","ಒಷ್ಯಾನಿಯ"
"KN","OM","ಏಷ್ಯಾ"
"KN","PA","ಉತ್ತರ ಅಮೇರಿಕ"
"KN","PE","ದಕ್ಷಿಣ ಅಮೇರಿಕ"
"KN","PF","ಒಷ್ಯಾನಿಯ"
"KN","PG","ಒಷ್ಯಾನಿಯ"
"KN","PH","ಏಷ್ಯಾ"
"KN","PK","ಏಷ್ಯಾ"
"KN","PL","ಯುರೋಪ್"
"KN","PM","ಉತ್ತರ ಅಮೇರಿಕ"
"KN","PN","ಒಷ್ಯಾನಿಯ"
"KN","PR","ಉತ್ತರ ಅಮೇರಿಕ"
"KN","PS","ಏಷ್ಯಾ"
"KN","PT","ಯುರೋಪ್"
"KN","PW","ಒಷ್ಯಾನಿಯ"
"KN","PY","ದಕ್ಷಿಣ ಅಮೇರಿಕ"
"KN","QA","ಏಷ್ಯಾ"
"KN","RE","ಆಫ್ರಿಕಾ"
"KN","RO","ಯುರೋಪ್"
"KN","RS","ಯುರೋಪ್"
"KN","RU","ಏಷ್ಯಾ"
"KN","RU","ಯುರೋಪ್"
"KN","RW","ಆಫ್ರಿಕಾ"
"KN","SA","ಏಷ್ಯಾ"
"KN","SB","ಒಷ್ಯಾನಿಯ"
"KN","SC","ಆಫ್ರಿಕಾ"
"KN","SD","ಆಫ್ರಿಕಾ"
"KN","SE","ಯುರೋಪ್"
"KN","SG","ಏಷ್ಯಾ"
"KN","SH","ಆಫ್ರಿಕಾ"
"KN","SI","ಯುರೋಪ್"
"KN","SJ","ಯುರೋಪ್"
"KN","SK","ಯುರೋಪ್"
"KN","SL","ಆಫ್ರಿಕಾ"
"KN","SM","ಯುರೋಪ್"
"KN","SN","ಆಫ್ರಿಕಾ"
"KN","SO","ಆಫ್ರಿಕಾ"
"KN","SR","ದಕ್ಷಿಣ ಅಮೇರಿಕ"
"KN","SS","ಆಫ್ರಿಕಾ"
"KN","ST","ಆಫ್ರಿಕಾ"
"KN","SV","ಉತ್ತರ ಅಮೇರಿಕ"
"KN","SX","ಉತ್ತರ ಅಮೇರಿಕ"
"KN","SY","ಏಷ್ಯಾ"
"KN","SZ","ಆಫ್ರಿಕಾ"
"KN","TC","ಉತ್ತರ ಅಮೇರಿಕ"
"KN","TD","ಆಫ್ರಿಕಾ"
"KN","TF","ಅಂಟಾರ್ಕ್ಟಿಕ"
"KN","TG","ಆಫ್ರಿಕಾ"
"KN","TH","ಏಷ್ಯಾ"
"KN","TJ","ಏಷ್ಯಾ"
"KN","TK","ಒಷ್ಯಾನಿಯ"
"KN","TL","ಏಷ್ಯಾ"
"KN","TM","ಏಷ್ಯಾ"
"KN","TN","ಆಫ್ರಿಕಾ"
"KN","TO","ಒಷ್ಯಾನಿಯ"
"KN","TR","ಏಷ್ಯಾ"
"KN","TR","ಯುರೋಪ್"
"KN","TT","ಉತ್ತರ ಅಮೇರಿಕ"
"KN","TV","ಒಷ್ಯಾನಿಯ"
"KN","TW","ಏಷ್ಯಾ"
"KN","TZ","ಆಫ್ರಿಕಾ"
"KN","UA","ಯುರೋಪ್"
"KN","UG","ಆಫ್ರಿಕಾ"
"KN","UM","ಉತ್ತರ ಅಮೇರಿಕ"
"KN","UM","ಒಷ್ಯಾನಿಯ"
"KN","US","ಉತ್ತರ ಅಮೇರಿಕ"
"KN","UY","ದಕ್ಷಿಣ ಅಮೇರಿಕ"
"KN","UZ","ಏಷ್ಯಾ"
"KN","VA","ಯುರೋಪ್"
"KN","VC","ಉತ್ತರ ಅಮೇರಿಕ"
"KN","VE","ದಕ್ಷಿಣ ಅಮೇರಿಕ"
"KN","VG","ಉತ್ತರ ಅಮೇರಿಕ"
"KN","VI","ಉತ್ತರ ಅಮೇರಿಕ"
"KN","VN","ಏಷ್ಯಾ"
"KN","VU","ಒಷ್ಯಾನಿಯ"
"KN","WF","ಒಷ್ಯಾನಿಯ"
"KN","WS","ಒಷ್ಯಾನಿಯ"
"KN","YE","ಏಷ್ಯಾ"
"KN","YT","ಆಫ್ರಿಕಾ"
"KN","ZA","ಆಫ್ರಿಕಾ"
"KN","ZM","ಆಫ್ರಿಕಾ"
"KN","ZW","ಆಫ್ರಿಕಾ"
"KO","AD","유럽"
"KO","AE","아시아"
"KO","AF","아시아"
"KO","AG","북아메리카"
"KO","AI","북아메리카"
"KO","AL","유럽"
"KO","AM","아시아"
"KO","AM","유럽"
"KO","AO","아프리카"
"KO","AQ","남극"
"KO","AR","남아메리카"
"KO","AS","오세아니아"
"KO","AT","유럽"
"KO","AU","오세아니아"
"KO","AW","북아메리카"
"KO","AX","유럽"
"KO","AZ","아시아"
"KO","AZ","유럽"
"KO","BA","유럽"
"KO","BB","북아메리카"
"KO","BD","아시아"
"KO","BE","유럽"
"KO","BF","아프리카"
"KO","BG","유럽"
"KO","BH","아시아"
"KO","BI","아프리카"
"KO","BJ","아프리카"
"KO","BL","북아메리카"
"KO","BM","북아메리카"
"KO","BN","아시아"
"KO","BO","남아메리카"
"KO","BQ","북아메리카"
"KO","BR","남아메리카"
"KO","BS","북아메리카"
"KO","BT","아시아"
"KO","BV","남극"
"KO","BW","아프리카"
"KO","BY","유럽"
"KO","BZ","북아메리카"
"KO","CA","북아메리카"
"KO","CC","아시아"
"KO","CD","아프리카"
"KO","CF","아프리카"
"KO","CG","아프리카"
"KO","CH","유럽"
"KO","CI","아프리카"
"KO","CK","오세아니아"
"KO","CL","남아메리카"
"KO","CM","아프리카"
"KO","CN","아시아"
"KO","CO","남아메리카"
"KO","CR","북아메리카"
"KO","CU","북아메리카"
"KO","CV","아프리카"
"KO","CW","북아메리카"
"KO","CX","아시아"
"KO","CY","아시아"
"KO","CY","유럽"
"KO","CZ","유럽"
"KO","DE","유럽"
"KO","DJ","아프리카"
"KO","DK","유럽"
"KO","DM","북아메리카"
"KO","DO","북아메리카"
"KO","DZ","아프리카"
"KO","EC","남아메리카"
"KO","EE","유럽"
"KO","EG","아프리카"
"KO","EH","아프리카"
"KO","ER","아프리카"
"KO","ES","유럽"
"KO","ET","아프리카"
"KO","FI","유럽"
"KO","FJ","오세아니아"
"KO","FK","남아메리카"
"KO","FM","오세아니아"
"KO","FO","유럽"
"KO","FR","유럽"
"KO","GA","아프리카"
"KO","GB","유럽"
"KO","GD","북아메리카"
"KO","GE","아시아"
"KO","GE","유럽"
"KO","GF","남아메리카"
"KO","GG","유럽"
"KO","GH","아프리카"
"KO","GI","유럽"
"KO","GL","북아메리카"
"KO","GM","아프리카"
"KO","GN","아프리카"
"KO","GP","북아메리카"
"KO","GQ","아프리카"
"KO","GR","유럽"
"KO","GS","남극"
"KO","GT","북아메리카"
"KO","GU","오세아니아"
"KO","GW","아프리카"
"KO","GY","남아메리카"
"KO","HK","아시아"
"KO","HM","남극"
"KO","HN","북아메리카"
"KO","HR","유럽"
"KO","HT","북아메리카"
"KO","HU","유럽"
"KO","ID","아시아"
"KO","IE","유럽"
"KO","IL","아시아"
"KO","IM","유럽"
"KO","IN","아시아"
"KO","IO","아시아"
"KO","IQ","아시아"
"KO","IR","아시아"
"KO","IS","유럽"
"KO","IT","유럽"
"KO","JE","유럽"
"KO","JM","북아메리카"
"KO","JO","아시아"
"KO","JP","아시아"
"KO","KE","아프리카"
"KO","KG","아시아"
"KO","KH","아시아"
"KO","KI","오세아니아"
"KO","KM","아프리카"
"KO","KN","북아메리카"
"KO","KP","아시아"
"KO","KR","아시아"
"KO","KW","아시아"
"KO","KY","북아메리카"
"KO","KZ","아시아"
"KO","KZ","유럽"
"KO","LA","아시아"
"KO","LB","아시아"
"KO","LC","북아메리카"
"KO","LI","유럽"
"KO","LK","아시아"
"KO","LR","아프리카"
"KO","LS","아프리카"
"KO","LT","유럽"
"KO","LU","유럽"
"KO","LV","유럽"
"KO","LY","아프리카"
"KO","MA","아프리카"
"KO","MC","유럽"
"KO","MD","유럽"
"KO","ME","유럽"
"KO","MF","북아메리카"
"KO","MG","아프리카"
"KO","MH","오세아니아"
"KO","MK","유럽"
"KO","ML","아프리카"
"KO","MM","아시아"
"KO","MN","아시아"
"KO","MO","아시아"
"KO","MP","오세아니아"
"KO","MQ","북아메리카"
"KO","MR","아프리카"
"KO","MS","북아메리카"
"KO","MT","유럽"
"KO","MU","아프리카"
"KO","MV","아시아"
"KO","MW","아프리카"
"KO","MX","북아메리카"
"KO","MY","아시아"
"KO","MZ","아프리카"
"KO","NA","아프리카"
"KO","NC","오세아니아"
"KO","NE","아프리카"
"KO","NF","오세아니아"
"KO","NG","아프리카"
"KO","NI","북아메리카"
"KO","NL","유럽"
"KO","NO","유럽"
"KO","NP","아시아"
"KO","NR","오세아니아"
"KO","NU","오세아니아"
"KO","NZ","오세아니아"
"KO","OM","아시아"
"KO","PA","북아메리카"
"KO","PE","남아메리카"
"KO","PF","오세아니아"
"KO","PG","오세아니아"
"KO","PH","아시아"
"KO","PK","아시아"
"KO","PL","유럽"
"KO","PM","북아메리카"
"KO","PN","오세아니아"
"KO","PR","북아메리카"
"KO","PS","아시아"
"KO","PT","유럽"
"KO","PW","오세아니아"
"KO","PY","남아메리카"
"KO","QA","아시아"
"KO","RE","아프리카"
"KO","RO","유럽"
"KO","RS","유럽"
"KO","RU","아시아"
"KO","RU","유럽"
"KO","RW","아프리카"
"KO","SA","아시아"
"KO","SB","오세아니아"
"KO","SC","아프리카"
"KO","SD","아프리카"
"KO","SE","유럽"
"KO","SG","아시아"
"KO","SH","아프리카"
"KO","SI","유럽"
"KO","SJ","유럽"
"KO","SK","유럽"
"KO","SL","아프리카"
"KO","SM","유럽"
"KO","SN","아프리카"
"KO","SO","아프리카"
"KO","SR","남아메리카"
"KO","SS","아프리카"
"KO","ST","아프리카"
"KO","SV","북아메리카"
"KO","SX","북아메리카"
"KO","SY","아시아"
"KO","SZ","아프리카"
"KO","TC","북아메리카"
"KO","TD","아프리카"
"KO","TF","남극"
"KO","TG","아프리카"
"KO","TH","아시아"
"KO","TJ","아시아"
"KO","TK","오세아니아"
"KO","TL","아시아"
"KO","TM","아시아"
"KO","TN","아프리카"
"KO","TO","오세아니아"
"KO","TR","아시아"
"KO","TR","유럽"
"KO","TT","북아메리카"
"KO","TV","오세아니아"
"KO","TW","아시아"
"KO","TZ","아프리카"
"KO","UA","유럽"
"KO","UG","아프리카"
"KO","UM","북아메리카"
"KO","UM","오세아니아"
"KO","US","북아메리카"
"KO","UY","남아메리카"
"KO","UZ","아시아"
"KO","VA","유럽"
"KO","VC","북아메리카"
"KO","VE","남아메리카"
"KO","VG","북아메리카"
"KO","VI","북아메리카"
"KO","VN","아시아"
"KO","VU","오세아니아"
"KO","WF","오세아니아"
"KO","WS","오세아니아"
"KO","YE","아시아"
"KO","YT","아프리카"
"KO","ZA","아프리카"
"KO","ZM","아프리카"
"KO","ZW","아프리카"
"LG","AD","EUROPE"
"LG","AE","ASIA"
"LG","AF","ASIA"
"LG","AG","NORTH AMERICA"
"LG","AI","NORTH AMERICA"
"LG","AL","EUROPE"
"LG","AM","ASIA"
"LG","AM","EUROPE"
"LG","AO","AFRICA"
"LG","AQ","ANTARCTICA"
"LG","AR","SOUTH AMERICA"
"LG","AS","OCEANIA"
"LG","AT","EUROPE"
"LG","AU","OCEANIA"
"LG","AW","NORTH AMERICA"
"LG","AX","EUROPE"
"LG","AZ","ASIA"
"LG","AZ","EUROPE"
"LG","BA","EUROPE"
"LG","BB","NORTH AMERICA"
"LG","BD","ASIA"
"LG","BE","EUROPE"
"LG","BF","AFRICA"
"LG","BG","EUROPE"
"LG","BH","ASIA"
"LG","BI","AFRICA"
"LG","BJ","AFRICA"
"LG","BL","NORTH AMERICA"
"LG","BM","NORTH AMERICA"
"LG","BN","ASIA"
"LG","BO","SOUTH AMERICA"
"LG","BQ","NORTH AMERICA"
"LG","BR","SOUTH AMERICA"
"LG","BS","NORTH AMERICA"
"LG","BT","ASIA"
"LG","BV","ANTARCTICA"
"LG","BW","AFRICA"
"LG","BY","EUROPE"
"LG","BZ","NORTH AMERICA"
"LG","CA","NORTH AMERICA"
"LG","CC","ASIA"
"LG","CD","AFRICA"
"LG","CF","AFRICA"
"LG","CG","AFRICA"
"LG","CH","EUROPE"
"LG","CI","AFRICA"
"LG","CK","OCEANIA"
"LG","CL","SOUTH AMERICA"
"LG","CM","AFRICA"
"LG","CN","ASIA"
"LG","CO","SOUTH AMERICA"
"LG","CR","NORTH AMERICA"
"LG","CU","NORTH AMERICA"
"LG","CV","AFRICA"
